game_commentary,game_movement,game_number
"Kind of naive from white's side, unless he purposedly wants to keep his B away from his Kside.
,Bd6 is more in the defence's mainline. But it is rare I can play this and delay d4, so I wanted to try it. 
,Good for me. I should have gone Ng5 at once. 
,Anainst my principles, I castled ""normally"". This is not what I use to play, but the R's pressure on e8 on the white K, still a little away from castling, was too tempting. Good, old schemes work too!
,Not a strong move, and I should have punished it with Bg5 at once. 
,I couldn't see a serious Q trapping, so I went elsewhere.
,Pressing on f2, and even letting him castle. But I saw no way o break in at once. 
,Leaving the square for Na4

,Time to do something. 
,Threatening the lsb. 
,Nh5 doesn't help (Qf3). 
,Chooses to lose the B pair... My isolated central pawn won't be such a terrible weak point to defend. 
,The good recapture, to connect rooks and keep a defence on the central squares. Otherwise, cxb and Qxb2 is a serious threat. 
,I still can't go Qb4+ because QxQ doesn't give me anything.
,Very well placed N of mine...
,...and this aims for a hatefully drawn game... unless...
,I force RxR, otherwise Rf6 will be very strong on f2.
,! leaving a dangerously weak pawn on e6, but an f column ready for my R to grab.
,My R comes first.
,Planning a revenge on e6, but my Q guards it...
","
1. e4 d5 2. exd5 Nf6 3. Nc3 e6 4. dxe6 Bxe6 5. Bb5+,
5... c6 6. Ba4 Bc5,
7. d3,
7... O-O,
8. Qf3,
8... Re8 9. Nge2 Bg4 10. Qf4,
10... Qb6,
11. Bb3,
11... Bxe2,
12. Nxe2 a5,
13. a4,
13... Bb4+ 14. Bd2 Nd5 15. Bxd5,
15... Bxd2+ 16. Kxd2,
16... cxd5 17. b3,
17... Nc6 18. Nc3 Nb4,
19. Rhe1,
19... Re6,
20. Rxe6 fxe6,
21. Re1 Rf8,
22. Qg4",26
,,93_1
"Friedrich Saemisch (Charlottenburg, 20 settembre 1896 – Berlino, 16 agosto 1975), è stato uno scacchista tedesco.

Pur essendo stato un forte giocatore, vincitore di numerosi tornei, Friedrich Sämisch è noto soprattutto per aver dato il suo nome a due importanti varianti di apertura:
Alla difesa est indiana: 1. d4 Cf6 2. c4 g6 3. Cc3 Ag7 4. e4 d6 5. f3
Alla difesa Nimzowitsch: 1. d4 Cf6 2. c4 e6 3. Cc3 Ab4. 4. a3

Nel 1950 fu uno dei 27 giocatori che la FIDE nominò Grande maestro quando il titolo venne ufficialmente creato.

Nel torneo di Carlsbad del 1929 non ottenne una buona classifica, ma vinse il premio di bellezza per la partita contro Grünfeld. Nello stesso torneo vinse anche con José Raúl Capablanca. Il grande cubano fece una svista in apertura e perse un pezzo, ma anziché abbandonare, come avviene in questo caso nelle partite di alto livello, tentò di resistere. Lo svantaggio si dimostrò troppo grande anche per un giocatore della sua classe. Questa sconfitta costò a Capablanca il primo posto nel torneo (si classificò pari secondo a mezzo punto da Aaron Nimzowitsch).

Noi in questo forum cercheremo di scrutare più a fondo la variante della difesa est indiana

1. d4 Cf6
2. c4 g6
3. Cc3 Ag7
4. e4 d6
5. f3 (Il bianco consolida la struttura dei pedoni centrali, riservandosi di rispondere alla spinta del nero in e5 o c5 con la spinta in d5, assicurandosi una forte catena pedoni sulle case bianche. In questa variante, usualmente, il bianco arrocca lungo; contrariamente al normale sviluppo strategico della partita con arrocchi eterogenei e centro bloccato, qui il bianco e il nero possono condure l’attacco e il contrattacco anche sugli stessi settori sul quale arroccato il proprio Re. (fonte Porreca)
5. … O-O (Si può giocare anche subito 5. … e5, dato che in caso di 6. dxe, dxe; 7. Dxd8+ Rxd8; 8. Ag5 c6 ecc. il bainco non ottiene nulla.) 
Come scritto anche sulle informazioni di Gknot, scopriamo che dopo questa posizione, esistono diverse possibilità (sottovarianti)
6. e5 King's Indian (E85), Saemisch, variante ortodossa
6. b6 King's Indian (E82), Saemisch, double fianchetto variation
6. c6 King's Indian (E81), Saemisch, Byrne variation

Abbiamo un amico, Stefano (ircmancer) che è molto interessato a questa variante dell’est-indiana. Per lui, ed altri interessati apro questo forum sperando di fare cosa gradita.

A questo punto, continuando dalla 6° mossa del bianco Stefano ed io continuiamo questa partita cercando di seguire una sequenza di mosse più consona possibile alla variante Saemisch e commentando di volta in volta le mosse che giocheremo. 
,.
,.
,.
,.
,.
,.
,.
,.
,.
,.
,Non ho un gioco irruento, pertanto cerco di non uscire molto dagli schemi dell' est-indiana.
D'altronde questa mossa è stata giocata da Kasparov e, per certi campioni, ho il massimo del rispetto anche se, in verità, ero tentato di giocare subito h6 per fermare le brutte intenzioni del cavallo di donna.
Mi aspetto d5 da parte del mio avversario che non penso sia intenzionato ad abbattere il centro che si è costruito.

,Mmmm... sono molto indeciso, tra due mosse.
- 7. d5, prevista da Klaus, blocca il centro, lasciandomi tempi per attaccare dal lato di re, ma lascia anche la diagonale libera per l'alfiere di re del nero, e mi impedisce la futura mossa Cd5, importante per far spostare il Cf6, baluardo difensivo del lato di re del nero.
- 7. Cge2, che in caso 7. ... cxd4 8. Cxd4 lascia il centro aperto, ma con i cavalli bianchi in posizione più aggressiva. Inoltre la diagonale è meno accessibile e Cd5 possibile.
Una nota per Klaus: secondo me 6. ... h6 è pericolosa, una volta che il bianco è tornato in e3 con l'alfiere e ha messo la donna in d2...

Beh, intanto ci ho pensato:

7. Cge2

,Mi ero preparato un commento per d5 del bianco, ma ho dovuto gettare tutto. 
,Oh... mi dispiace, Klaus, ma credo che l'imprevedibilità sia una delle tante qualità che, in equilibrio, creano lo scacchista 😊 Spero che renda interessante questa partita di studio!

Klaus dimostra coraggio (altra qualità importante), con Db6 crea pressione e diversivo sul lato di donna, e mi mette in pensiero per il mio progetto di arroccare lungo, e per la possibile pressione su d4. In compenso, allontana la regina dal lato di re.
Inoltre, c'è il pedone al sarin in b2, sacrificandolo, allontanerei ulteriormente la regina nera dall'azione, ma direi addio all'arrocco lungo.
Potrei mettermi a caccia della regina con Ch4, e alla fine della variante avrei i cavalli in buona posizione sul lato di donna, ma vorrebbe dire posporre l'attacco dal lato opposto. In generale, cerco sempre di stare nel piano originale, a meno di un'ottima occasione.

In sunto, mi accontento del leggero vantaggio di avere la regina nera allontanata temporaneamente, tolgo il vetriolo da b2, e proseguo con il piano originale, preparandomi all'eventuale bufera su d4:

8. Qd2 

,on devi preoccuparti Stefano. Anzi, apprezzo moltissimo l'imprevedibilità e la fantasia dei miei avversari. Vedi ad esempio le mie partite con Aurelio, (jrcapatosta), un giocatore che, grazie a queste sue capacità non sono ancora riuscito a battere  
Devo riconoscere che queste attitudini non brillano nel mio curriculum. Il mio gioco, anche se sufficientemente preciso, il mio amico-insegnante di scacchi Paco, lo definisce ""schifosamente matematico"", manca di quel tocco di fantasia in grado di vincere una partita per merito e non, come mi succede spesso, per gli errori del mio avversario.
Dopo questa piccola confessione, proseguiamo con la nostra partita.
Penso che dopo aver posizionato la mia Donna in b6, posso permettermi di cercare di indebolire il tuo centro. I pedoni in linea sono estremamente ostici da abbattere, meglio farlo subito.
Penso che prima di occuparti del pedone in d4, andrai a eliminare il mio cavallo in f6 per proseguire cercando di minacciare la mia donna con il tuo cavallo (Cd5). Sono comunque supposizioni.
Considero la mia struttura, dopo le suindicate mosse un po' più solida di quella di Stefano. Tutto dipenderà dal suo arrocco, probabilmente lungo. Lasciamoci sorprendere  

,Ho esaminato attentamente la 'variante Klaus', e in sostanza si finisce con pedoni doppiati in colonna f e un pedone isolato in d... una buona struttura (per il bianco 😄) nel finale, con il re nelle catacombe, e il re nel finale deve essere in prima linea come Harold nella battaglia di Hastings (wikipediatelo per vedere com'è andata a finire...).
Eppure non mi convince, non saprei che piano adottare nel frattempo (l'attacco dal lato di re non va, con tre pedoni contro quattro) e non mi piace, oltre che essere poco salutare, aspettare e scambiare.
Preferisco stare sul semplice. Dopo Cxd4, mi aspetto Cf6, e portando il cavallo in b3 potrò, Klaus permettendo, fare il sospirato arrocco lungo e iniziare l'attacco dal lato di re. La posizione dei cavalli è simile a quella che si raggiunge nell'English Attack della Najdorf: sembrano fuori dai giochi, ma in due balzi...

9. Cxd4 

,Mi lascio contagiare dalla voglia di innovazioni. Forzo il gioco e vediamo come va a finire.
La combinazione è lunga e tutto dipende dalle intenzioni del mio avversario. Gioco Cxe4. 
Presumo che la continuazione sarà la seguente. Oltre non voglio rischiare di buttarmi nell'analisi.

09. ... Cxe4
10. fxCe4 DxCd4
11. Axe7 Te8
12. Dxd4 Axd4
13. Axd6 Axc3+
14. bxc3

Dopo questa combinazione, se va in porto, come potrete tutti notare se la visualizzate sulla vostra scacchiera, la struttura del bianco è molto ""bucherellata"" e mi trovo, anche se materialmente con un pedone in meno, avantaggiato nella struttura del gioco. Prima comunque vediamo come risponde Stefano. 
,o esaminato furiosamente la situazione e le varianti 🤔🤔🤔 e sono giunto alle seguenti conclusioni:
- la 'variante Klaus' è brutta brutta per me, il nero recupera il pedone (Txe4) nella mossa successiva, e poi mi trovo pedoni doppiati e isolati in colonna c... praticamente carne da torre.
- mi è sembrato di intravedere una soluzione che mi permetterebbe di evitare i pedoni doppiati, ma le varianti possibili sono tante... meglio giocare una mossa alla volta. Comunque la butto giù per reciprocità: fxe4 Dxd4; Axe7 Te8; Axd6 Dxd2+; Rxd2 Axc3+; Rxc3 Txe4
- per adesso devo prendere il maledetto cavallo kamikaze, e lo faccio perché se prendessi con il cavallo rischierei che Te8 me lo inchiodasse al re e poi il nero gioca f5...

dunque per ora:
10. fxe4 

,Seguo le indicazioni scritte nella nota della mia 9. mossa.

Al momento non voglio uscire dallo schema prefisso. Con leggero sadismo noto che ho scompaginato i piani iniziali di Stefano. Generalmente esco poco dalle mosse di base di un'apertura, ma questa volta, a quanto pare, cambiarle si è volto a mio favore.

Per vincere non bisogna giocare solo bene, in questo modo tutte le partite finirebbero patte, ma indurre l'avversario ad un errore o uno sbandamento della struttura e profittarne.
Logicamente con Stefano non siamo ancora arrivati a questo punto.

Una valutazione complessiva, al momento, concede al nero quel leggerissimo vantaggio che questa apertura da. Il bianco, ha si costruito un centro ampio ma solido sostenuto dal Pf3, ma il nero ha la possibilità di sfruttare il leggero ritardo di sviluppo causato dalle molte spinte di pedoni del bianco.


","
1. d4,
1... Nf6,
2. c4,
2... g6,
3. Nc3,
3... Bg7,
4. e4,
4... d6,
5. f3,
5... O-O,
6. Bg5,
6... c5,
7. Nge2,
7... Qb6,
8. Qd2,
8... cxd4,
9. Nxd4,
9... Nxe4,
10. fxe4,
10... Qxd4",7
"My opponent was rated third in the tournament and went on to win it.
,I played three Sicilian Defences in the tournament - all against players with a higher rating - I lost them all!
,Conventional so far.
,I repeat this move order, designed to prevent 2....Nc6 3. Bb5
,But he plays it any way.
,This seemed the most logical block.
,This was all a slight surprise.
,So I hit the e pawn.
,He defends.
,And I fianchetto.
,He castles.
,I complete the fianchetto.
,He advances in the centre.
,I take.
,He takes back.
,I take again.
,He takes back, with pressure down the semi-open a file against my rook.
,I develop.
,He takes.
,I take back.
","
1. e4,
1... c5,
2. Nf3,
2... d6,
3. Bb5+,
3... Bd7,
4. a4,
4... Nf6,
5. Nc3,
5... g6,
6. O-O,
6... Bg7,
7. e5,
7... dxe5,
8. Nxe5,
8... Bxb5,
9. axb5,
9... Nbd7,
10. Nxd7,
10... Qxd7",71
"The last game of the tournament -- I have had a good run so far !
,Alekhine defense , Joji has played this against me earlier . Black provokes white to advance  the pawns and then attack later 
,last time I played d4 ( which is main line ?)
,d4 ? or exd6 ?
,Black cannot play Bg4 and pin the knight .
,?
Too early ? 
I played this to that black plays e6 /e5 . e6 blocks the light Bishop and e5 leaves black with backward d pawn
,I almost always try to put pawns on c3,d4  to defend against the fiancheto bishop
,I dont know a good place for the Bishop . But played thios so that I can play Nbd2 without blocking the Bishop
,Now my White Bishop is losing teeth ?
,Looking to occupy e5
,Black is eyeing to put a Knight on c4 ... or get the Bishop pair
,plan to go to e5 and attack the light Bishop
,17 ...Rxd4 is responded with 18 Ne5 getting back the bishop for Knight  or just keep the Knight on e5
,Black gives up the half open file and also the e4 square ?
,My Knight is well placed , Black's light bishop is active.If I take the Bishop out , I can contain the dark Bishop . 
,?
to prevent b5
,?

,At this point I wanted to Play Qf1 and drive the black queen away.. Later I decided to try to contain the the Black Queen rather than drive it away 
,The b2 pawn ...Can Black get more forces to atack on this 
I had to chose between Rb1 and Ra2.
On Rb1 , black may play Qf5 ?
and Ra2 supports the a4 pawn as well and if given a chance the rook can go to a7 
,Black intends to double up . at this stage I thought black cannot double up since I have the a4 pawn ( I was wrong )
","
1. e4,
1... Nf6,
2. e5 Nd5 3. Bc4,
3... Nb6 4. Bb3 d5,
5. exd6 e.p. cxd6 6. Nf3,
6... g6 7. Ng5,
7... e6 8. d4,
8... Bg7 9. c3 O-O 10. Be3,
10... Bd7 11. Nd2 d5,
12. f4,
12... Nc6,
13. Bc2 Rc8 14. Ngf3,
14... Na5 15. Bd3 Nac4 16. Nxc4 Nxc4 17. Bxc4,
17... dxc4,
18. Ne5 Bc6,
19. Nxc6 Rxc6 20. a4,
20... Qh4+,
21. g3 Qh3 22. Qf3,
22... Rb6,
23. Ra2 Rb3",122
"but i don't know why he retreat his knight back at d2
,So i advanced a7 to a5 for hitting his bishop also 
,Oh no he still unaware of advancing pawn strength and try to take my c4 pawn in which he never succeed  
,hitting Bishop 
,He takes
,I take back 
,He forced to move his bishop to a safe place
,Hello Knight how are you
,back to hut. Oh buddy chess dotcom have a better move for you Nd4
,Hello both 
,he takes 
,i takes 
,Chessdotcom consider it an inaccuracy
,So i taste a free bishop 
,He takes back 
,I already up +3 material advantage so try to finish it fast with series of exchange 
,King to first rank to avoid and weakness also force me to move my rook 
,So i move to a safer place 
,He try to exchange rook with a pawn advantage but 
,i deny any such exchange 
","
31. Nd2,
31... a5,
32. Nb3,
32... b4,
33. axb4,
33... axb4,
34. Bb2,
34... c4,
35. Nd2,
35... c3,
36. Nxf3,
36... exf3,
37. Ref1,
37... cxb2+,
38. Kxb2,
38... Rd2,
39. Kc1,
39... Re2,
40. Rg3,
40... Rxe3",154_3
"Thankfully he misses that, but this is still strong.
,The obvious block.
,But now he has three attackers on f6 and I have only two defenders.
,Fritz prefers 22..... c7-c5 counter-attacking his rook first, and then 23... Qa6 after his rook moves.
,So one pawn goes.
,Counter-attacking rook and knight.
,And he protects them both.
,My king moves to a safer square.
,He attacks my queen.
,I move, returning the second pawn, but taking control of the d file and eyeing the b8-h2 diagonals.
,He takes.
,I finally mobilise this rook.
,With a threat of Ne6.
,Has my king finally found a safe square?
,Another pawn goes.
,But my pieces are coming to life.
,He forks my rooks.
,I attack h2. OK stop and find white's best move.
,Instead of this, he could have won with 30. Rxh7+. After the game we were looking at this, and he was following it up with, after Kxh7, 31. Qh3+ but then black has Nh6 defending. The correct follow up, which was pointed out to me later was 31. Qb7+. Now 31... Kh8 or g8 leads to 32. Qg7 mate, and if 31...Kh6 then 32. Qg7+ Kh5 33. Qh7+ Nh6 34. g2-g4+ and white is mating (Kxg4 35 Qxg6+ or Kh4 35. Qxh6+).
That means after 31. Qb7+ black has to block on d7, after which white simply exchanges on d7 and then plays Nxf8, forking King on h7 and whichever piece black has on d7, and ends a rook and pawn up. Luckily, my opponent missed that and allowed me to play....
,This simple mate in one. So I managed to win a game I should have lost. Many thanks for reading. Please leave a comment or two and rate the annotation on the star system, to let me know how I am getting on. Until next time dear reader!
","
21. Qh5+,
21... g6,
22. Qf3,
22... Qa6,
23. Nxc7,
23... Qb6,
24. Qc3,
24... Kg7,
25. Rb4,
25... Qd6,
26. Rxb7,
26... Rhf8,
27. Qb3,
27... Kh8,
28. Rxa7,
28... Ne5,
29. Ne6,
29... Ng4,
30. Rfa1,
30... Qxh2#",127_2
"I asked my opponent if he decided to invent an opening
,you must recognize this is castling..............
,so i take the space...
,i prefer this to keep my bishop active, and reduce the castle structure
,not an orthodox move.
,had to. e4 was too exposed
,and castling again
,de-castling? 
,though I seem exposed, there is no Attack coming from black. So I multiplied my attacking points.
,I have to admit I didn't see it coming right
,from now, white is also exposed to a good Attack, but precised moves gave me security
,of course: anything else was a bad idea as h2 is exposed and I didn't want to lose my rook.
,force me to open the e column.
,I expected exf, but black might have not seen the next move.
,check! and I expected Kf8
,?! from now, I knew I just had to keep the king far from his base. 
,preparing check on h column.
,?! I expected g5 27 Bc2 ... or even Nf5
,my guess the only good move here was Nxf6 to give an escape for the king. Then after that white are better because of material, but black has still some space. But I secretly hoped black could play the audacious Kh4... And then, with Kh4, I still had a great work to deal with... but...
,???
","
1. c4 f6 2. Nc3 g6,
3. d4 Nh6 4. e4 Nf7 5. Nf3 Bg7 6. Be3 O-O,
7. c5,
7... c6 8. Bc4 e6 9. O-O d5 10. cxd6 e.p.,
10... Nxd6 11. Bb3 Na6,
12. a3 Nc7 13. Qc2 Ncb5 14. Rac1 Nxc3 15. bxc3,
15... Nf7,
16. Qa2 Re8 17. c4 Bh6,
18. c5 Bxe3 19. fxe3,
19... Qc7 20. Rf2 Kg7 21. Rcf1 Nh6,
22. Nd2 Ng4,
23. Rf2f4,
23... f5,
24. exf5 Nxe3,
25. f6+,
25... Kh6,
26. Rf1f3,
26... Nd5,
27. Rg4,
27... e5",117
"This fork of Kc2 and Bc6 requires more liquidation by White.  Black's material advantage gets more noticeable as more pieces are traded off.
,To protect f4.
,Preparing to bring both Rs to the seventh rank.
,White offers another exchange.  Black is happy to accept again, since it will lead to the gain of another pawn.
,Black's material advantage is significant and White's B is near useless.  It can't touch the Queenside pawns and the Kingside pawns are protected by Black's K.
,In view of the loss of the f and e pawns also, White resigned here.
","
27. Bc6 Nd4+,
28. Bxd4 Rd7xd4 29. Rf1,
29... Rd4d2+ 30. Kc1 g6 31. a3 Rh2,
32. Rd1,
32... Rxd1+ 33. Kxd1 Rxb2,
34. a4 Rf2",92_1
"Drives off the knight.  Black's second wave of attack has been handily repulsed.
,[!?] Difficult to assess this move.  It is very risky, as what follows will show.  Much safer would have been 21.Qf3, to prevent Black's attacking continuation.
,[!] Excellent attacking move!  Now it's all on.
,[!!/?]  Two exclams for courage; the query because, sadly, it is not the best or safest.  Instead, 22.Qf3 would have stopped Black's K-side attack.  But you just have to admire this move!  (And what a position!)
,[!] Of course 22...Rxa8?? led to a very swift quietus!
,[??] A terrible mistake, after which Black is once more at White's throat.  Best was 23.Rd1 with the idea 23...Bxa6 24.Rd8 Qb4 25.Rxf8ch Qxf8  26.Qxf8ch Kxf8 27.bxa6 Nd7 28.Be3 ... winning.
,How else to stop the mate?  There is nothing.  White is now in serious trouble once more.
,[!] 
,[!?] A slight reprieve for White!  Black could have closed out the game with this: 25...e4!! This move closes off several escape routes for the King, and threatens 26...Qh4ch  27.Kg1 Qh2ch 28.Kf1 Qh1ch 29.Ke2 Qxg2ch 30.Ke1 Qf2#.  If White snaps of the pawn by 26.Qxe4, then this would have happened: 26...Qh4ch 27.Kg1 Qh2ch 28.Kf1 Qh1ch  29.Ke2 Qxd1ch!! 30.Kxd1 Nf2ch 31...Nxe4.  Having said all that, and in view of the threat associated with the text move, 25...e4 would not have been easy to find.
,[?]  This looks very dangerous - one feels there ought to be a mate in here somewhere, so confined is the White king.  Much safer was 26.Qf3, protecting the rook.
,Good; but ...e4 would still have been effective.  
,[?!] Threatens mate in one, but White can still wriggle clear.  Best was still 27...e4!, but very nearly as strong would have been 27...Qh5! (I think I would have gone for this line, actually) 28.Kg3 Ng4! 29.Rf1 g5! with the idea 30...Qh4ch and 31...Nh2ch, winning the f1-rook; or, if the rook vacates f1, possibly ...Qf2ch.
,[!] Trying a different tack.
,[?] this ought to have led to a quick loss.  White simply had to take the knight, whatever else happened, e.g.: 30.gxh3! Qxe1ch 31.Kh2 Qxc1 and White is busted, but he is not yet checkmated.  
,[?!]  Should a move that wins be counted as a bad move because there existed a move that won more quickly?  Black is still winning from here, naturally, but he could have closed the game out at once by 32...Ne2! and mates in 5.
,[!?] 33...Ne2!
,[!] Threat: ...Qh6#.
,[!]  Desperation, of course, but still fighting hard.  This is an excellent defence in an almost hopeless position, offering Black some attractive ways of going wrong.
,Material parity is restored, but is White back on level terms?
,[??]  He is now!  Better than level terms in fact!  Black still had a winning advantage after the check, but had to find this exciting line: 36...Be8!  37.Qd6ch! Kg8  38.Rxf7! Qg1ch! (The rook can not be taken, on account of 38...Bxf7 39.Qd8ch and White wins!) 39.Kh3 Qh1ch 40.Kg4 Qxg2ch 41.Kf5 Nd4ch! 42.Kxe5  Nc6ch 43.Kf5 Qg6ch 44.Qxg6  hxg6ch 45.Kxg6 Bxf7ch and wins.  What a way to finish a game!
","
20. h3,
20... Nf6 21. cxb5,
21... Bxh3,
22. Rxa6,
22... Bc8,
23. Ra7,
23... Ng4 24. Rd1,
24... Qxf2+,
25. Kh1 Qe2,
26. Rg1,
26... Nf2+,
27. Kh2 Qg4,
28. Re1 Qh4+ 29. Kg1 Nh3+,
30. Kh2,
30... Nf4+ 31. Kg1 Qxe1+ 32. Kh2 Qxc1,
33. b6 Bd7,
34. b7 Ne2,
35. Qxf8+,
35... Kxf8 36. b8=Q+,
36... Ke7",109_1
"I start with my usual.
,Jack: Siciliano.  Joe: I like it!  Jack: You like it?  Let's see how it goes?  When he said that, Jack might of thought that he was taking me off guard since it appears like something different.  I say that because even though this mentor taught me the defense, he hasn't played it in a while.  So, my guess is that by saying it, Jack's reminding me of how intense openings can be.  However, I am very used to it, as that is the main defense that I play.  So, for now, everything is not only standard, but it's what I'm most used to.
,That is, until now as 5...a6 is the most common move, in this position.  The idea being to, as we know, prevent 6.Nb5 or 6.Bb5+.  But, this move is just as effective, and this, in reality, where I'm reminded of how intense openings can be.  It used to be, even after my second training game with Ken, that I went wrong by not knowing what to do when someone played something against me that I'm not used to.  That was, especially in the opening when entering unfamiliar territory.  Yes, the second training game with Ken was very helpful as he is also a good coach.  However, unlike what you'd think, it did not solve the problem.  Overtime, I learned, even though it might not be the right attitude to just expect the unexpected.  I learned that if I'm prepared for anything expect to be surprised, unfamiliar openings or moves will not take me off guard.  Therefore, I'd know how to handle.  For example, the Spanish opening starts off with 1.e4 e5 2.Nf3 Nc6 3.Bb5.  However, we can see a similar setup in the Sicilian.  For example, Jack and other's have also played 5...Nc6.  This used to take me off guard and, back in the day, caused me to go wrong.  However, I calmly play 6.Bb5 as that gets me back into familiar territory.  When, it does not work in that position, I find something similar to make it work.  But, the idea is to just stay calm and collected and pretend that it's yoga.  That is how I adjust to something I'm not used to.  It's the analogy that I have created to compare yoga to chess when getting into something that intense.  The journey is to yoga as the position is to chess.  Just like with yoga that takes you on the journey, in chess, every position is different.  Some intense.  But, we don't fight or run away from it (which is what the Fight or Flight Syndrome is.)  Instead, we accept it for what it is and learn to adjust.
,With that being said, I just go back to where the N originally was.  This is also just like Yoga.  It would be like you're supposed to do the balance.  But, you lose it.  How do you handle it?  Well, you don't struggle to keep the foot up.  Instead, you just put the foot on the floor.  And, when you're in standing facing dog and lunge, you don't struggle to get the foot on the mat.  Instead, if it doesn't make it on it's own, you help it to get there with your hand.  Well, the same thing here.  I wanted to do a lot with the N.  But, I couldn't find any squares.  The only thing I thought might be logical was 6.Nf5 but am not ready to exchange.  Therefore, I just returned the N to where it originally was.  And, it's worth noting that the loss of tempo here is of no concern to me.
,The downside is the pin.  Of course, I'm used to seeing it.
,I did consider 7.Be2, but I felt that if Jack could pin, it was safe for me to pin, as well.  When he breaks it...
,I break it, as well.
,Not surprisingly, Jack develops.
,So, I directly pin.  Worth noting that even though I'm calm and collected, the one thing that doesn't work is becoming too happy about the position, as I remember with Ken combined with other games.  There was one where being too happy lost the game, at once, as that's when I let my guard down.
,As anticipated, Jack castles.
,But, so do I.
,Attacking my B.  But, given that my N is pinned, Jack will force an exchange.
,This was played to prevent the loss of material.  Not only was the B attacked, but on top of being pinned, my Nf3 had 2 attackers against only 1 defender.  So, I defended again to match the equation.  However, my original play was 11.Nd5?? which would've been a disaster.  And, that's where the coaching began.  Jack: 11.Nd5?? loses immediately.  I then told him that there was a variation where I'd capture material.  And, he said, ""Even if you were to capture, I'd get a piece without compensation. 
,This is where Jack prevents 13.Nb5.
,Doesn't bother me the least bit, as I break the pin.  The only downside is that Jack exchanges before I'm ready.  As I like where my Nf3 was placed.  But, my guess is that Jack didn't want me to do anything else with the N which is why he took.  Despite not being ready, I also kept in mind that he may exchange, with which, I take back with the Q and maintain a strong position.
,The idea is keeping my other N tied down.  The idea is, in general, if I move it, the c pawn will fall.  In fact, that's what Jack mentions while coaching me, which we'll see soon.  Not knowing what else to do it, unlike a couple of moves earlier, I am now ready to exchange.  So, I go for it.  In part, I didn't know what else to do.  And, in general, when I'm not sure, the way to not be taken off guard is going by what my instincts tell me without giving it a lot of consideration.  The reason is because thinking about me too much has also generated the Fight or Flight mechanism, in the past, which is also where I'd go wrong.  In fact, that's one reason that it took me a long while to surpass beginner status, let alone, where I am today.    That's why I give the absolute threshold (just enough) consideration to ask myself the chances that it will work.  But, if it is possible, I do it.  More often then not, it's exchanging, as I feel more comfortable doing so.  As for me, it is about getting rid of my opponents pieces, especially when they look strong.  But, that's especially in this context as I was going by GM Susan Polgar's general advice to exchange N for B.  Well, that's exactly what happened here. 
,As that gives me enough time to defend the c pawn again.  However, this move was also possible.  But, as noted, I exchanged because it looked beneficial, since we're talking about N for B.  If it was the B, instead, I would not have done that.  Before this move, my original play was, once again 16.Nd5 with the same idea.  This time, it was being that one of my pieces wasn't en-prise.   This is where, like with Ken, Mr. Stockel gets into my thought process and coaches me.  Jack: Why did I play 14...Rc8  Joe: I'm not sure because my Nc3 is protected.  Jack: It's because I knew that you would play Nd5 with which your c2 pawn is unprotected.  So, it's up to you.  Well, that led me to making the right choice because it is certainly not worth a pawn.  With stronger players, it's generally not a piece, but rather, a pawn that makes or breaks the game as this mentor has emphasized.  Therefore, I play this, to allow my Nc3 to move since it is now defended again.
,However, I overlooked this move, as the c pawn was attacked.  So, in this case, it was almost counterproductive for getting rid of the half pinned.  Nonetheless, I will find a way around this, sooner or later.  
,First, I protect.
,Once Jack plays this, I exchange Q's.  In this context, however, I would've declined.  But, the idea behind it is that in the aftermath, I am going to win a pawn.  That is the most important thing on my mind because it was too often that I have missed the opportunity to win material against my coach.  The reason being is because of what Ken mentioned in a previous annotation.  As it turns out, I have trusted Jack too much to make good moves which is how I've overlooked his bad moves.  However, that's why I remember not to trust my opponent.  And, by not doing it here I catch his error and take advantage with this variation that will leave me a pawn up.
","
1. e4,
1... c5,
2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5,
6. Nf3,
6... Bg4,
7. Bg5,
7... Be7 8. Be2,
8... Nc6,
9. Bb5,
9... O-O,
10. O-O,
10... Nd4,
11. Be2,
11... Nxe2+ 12. Qxe2 a6,
13. Qd3,
13... Bxf3 14. Qxf3 Rc8,
15. Bxf6 Bxf6 16. Rac1,
16... Bg5,
17. Rcd1,
17... Qf6",73
